parent_id,decision,reference_bbls,reference_recorded_area_sqft,document_id,document_date,recorded_date,source_pages,source_url,reason,development_bbls,development_area_sqft,area_basis,reviewed_filing_bbls,reviewed_hdb_bbls,reviewed_retained_bbls,reference_vintage,reviewed_ancillary_jobs,reviewed_physical_transactions,reviewed_original_bbls,reviewed_component_jobs
historical__210182069,recorded_development_boundary_supported,2023490038;2023490046;2023490047;2023490100,225839,DOB_ZD1_ES615641380;2021091800077026;2021091800077027,2021-10-07,2021-10-19,ZD1:2;4|7026:3-7|7027:3-6,https://a810-bisweb.nyc.gov/bisweb/BSCANJobDocumentContentServlet?passjobnumber=210182069&scancode=ES615641380,"Exact-job ZD1 draws one connected 710-unit building across Parcel 3 old lots 46/47 and Parcel 2 old 100. Deeds convey both to the same tenants in common and add a narrow strip from old 38. The old-38 building is outside; State parcels and mapped park are excluded. Successor lot 46 administrative area 120272 measures the combined ground; 189018 is the broader zoning lot. Earlier area attributes do not add exactly through the reconfiguration. Group the four reference sources because all share residential FAR 3.44 and broad FAR 6.5, retain all four lot identities and mixed use/zoning, and exclude 25962 square feet of retained building floor. Existing included floor is 31850. Production implemented September 21 2026; area is a later administrative measurement of the verified building boundary, not a certified filing-date survey.",2023490046,120272,successor_administrative_area_with_job_specific_site_plan,,,2023490038;2023490025;2023490108;2023490120;2023490146,20v5,,,,210182069
historical__121207292,complete_reference_parcel_supported,1003460037;1003460075,32395,C200061A_DEIS_CPC,2020-01-21,,DEIS2-3;13|CPC2-4,https://www.nyc.gov/assets/planning/download/pdf/applicants/env-review/go-broome/01-deis.pdf;https://www.nyc.gov/assets/planning/download/pdf/about/cpc/200061a.pdf,City Planning identifies the Suffolk and Norfolk buildings plus courtyard as one development on whole old lots 37 and 75. Exclude retained lots 1 and 95 and their development rights. Common pre-first-filing 19v2 administrative area32395 agrees within6 square feet with the approximate agency total. Both parcels have identical area floor FAR and use fields in the later component vintage20v1. Preserve archive floor4600; agency demolition evidence remains queued separately. Both saved BIS original lists name lots 1/37/75. CPC and DEIS identify lot 1 as retained neighboring Hong Ning land; development ground is lots 37/75.,1003460037;1003460075,32395,archival_recorded_area,1003467504;1003467505,1003467504;1003467505,1003460001;1003460095,19v2,,,1003460001;1003460037;1003460075,121207292;121207522
historical__420665845,complete_reference_parcel_supported,4024320008;4024320009;4024320021;4024320041;4024320044;4024320050,71862,C241235_BCA_SMP,2021-11-30,,BCA1;3;7|SMP14,https://extapps.dec.ny.gov/data/DecDocs/C241235/Agreement.BCP.C241235.2019-10-11.Executed%20BCA.pdf;https://extapps.dec.ny.gov/data/DecDocs/C241235/Work%20Plan.BCP.C241235.2021-11-30.Site%20Management%20Plan%20%28SMP%29%20-%20Final.pdf,"Executed BCA names both filing addresses and one owner on the complete six-lot predecessor site. SMP identifies one two-building redevelopment at71862 square feet, exactly the six18v2beta administrative areas. Both accepted jobs cover successor lots8/9; condominium7502 is an administrative identifier for the developed ground and adds no third parcel. The saved original list for job 420665952 covers only old lots 41/44/50 for that constituent; its zoning list names all six reference lots. BCA and SMP establish the complete two-building boundary including the other accepted filing.",4024320008;4024320009,71862,archival_recorded_area,4024320009;4024327502,4024320009;4024327502,,18v2beta,,,4024320041;4024320044;4024320050,420665845;420665952
historical__210180533,recorded_development_boundary_supported,2023190037;2023190155,40347,2020090200965004;2020090200965011,2020-08-31,2020-09-03,5004:4;9|5011:3|DEC_FER_AppendixD:184,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090200965011;https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020090200965004,"Recorded easement p.3 identifies exact jobs210180533 and210180542 as two buildings on the common developer parcel38/39/155. The prefiling June2019 PhaseI site plan identifies the same combined ground, excluding retained37. Accept one264-unit economic parent on24880 square feet, preserving19v1 zoning and14579 square feet of prior floor after excluding retained37.",2023190038;2023190039;2023190155,24880,successor_administrative_area_with_prefiling_site_plan,2023190038;2023190039,2023190038;2023190039,2023190037,19v1,,,,210180533;210180542
post_policy__X01250398-I1,complete_reference_parcel_supported,2031780001,23000,2025120500186002,2025-12-03,,2-3;5,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2025120500186002,Recorded December 3 2025 zoning certificate pp.2-3 names tentative lots 1/3/5 as current lot 1 and assigns all three filing addresses; diagram p.5 partitions the entire old site. Preserve the frozen 23000 land and use its recorded 21000 building floor directly. The schematic dimensions are not substituted for the administrative whole-lot area.,2031780001;2031780003;2031780005,23000,archival_recorded_area,,,,23v3_1,,,,X01250398;X01297399;X01297496
historical__Q08032504,recorded_development_boundary_supported,4018330103;4018330111;4018330120;4018330141;4018330143,158102,C241146-SMP-2023-12-08,2023-12-08,,8-9;15-17;116-117,https://extapps.dec.ny.gov/data/DecDocs/C241146H/Work%20Plan.BCP.C241146H.2023-12-08.Final%20Site%20Management%20Plan.pdf,"DEC SMP physical pp.8-9 and 15-17 identifies the two-building housing development on successor lots 120/130/135, with senior-housing lot 140 outside. Recorded easement pp.116-117 measures 135609 square feet including site lot 120. Current soccer-stadium filing is on separate block 1823. All five contributing earlier 22v1 parcels have zero recorded building floor and identical FARs. Preserve the original two DOB jobs and administrative 881 units.",4018330120;4018330130;4018330135,135609,recorded_survey_area,,,4018330140;4018230012,22v1,,,,Q08032504;Q08032719
historical__X00561795,recorded_development_boundary_supported,2023440001;2023440011;2023440027,42659,C203151-COC-2025-12-26,2025-12-26,,COC6-7;9;SMP16,https://extapps.dec.ny.gov/data/DecDocs/C203151/Certificate%20of%20Completion.BCP.C203151.2025-12-26.Copyrite_Plastic_Sheets_COC.pdf;https://extapps.dec.ny.gov/data/DecDocs/C203151/Work%20Plan.BCP.C203151.2025-12-10.SMP.pdf,DOF transaction 190544 explicitly names both NB jobs and reconfigures complete old lots 1/11/27 into 1/27. DEC SMP p.16 confirms that genealogy and both 14-story towers. COC pp.6-7 and survey p.9 measure the complete site at 37661.3 square feet and exclude retained lot 17. Use common pre-first-filing 20v8 zoning and all three earlier floor records: 20480+15800+10183=46463. The archival land sum 42659 is a source discrepancy; the recorded survey supplies development ground. No floor allocation is assumed.,2023440001;2023440027,37661.3,recorded_survey_area,,,,20v8,,,,X00561795;X00673520
post_policy__B01312761-I1,recorded_development_boundary_supported,3025670001,252780,CB1-2026-06-09;2025082600703001,2026-06-09,,CB1:2-3;DEED:2-3,https://www.nyc.gov/assets/brooklyncb1/downloads/pdf/meeting-notices/2026/REVISED-Combined-Public-Hearing-and-Board-Meeting-Notice-06-09-26.pdf;https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2025082600703001,"CB1 notice pp.2-3 defines the complete two-building site and tentative lots 1/10 at approximately 173834 square feet including waterfront access. August 2025 confirmatory deed pp.2-3 independently defines its street-centerline and historic-bulkhead boundary; printed courses enclose 173827.90 square feet with 0.0082-foot closure error, agreeing within 6.10 square feet. Retain the city-stated 173834 (approximate) rather than the larger tax-water polygon. Preserve frozen 2023 zoning and the full recorded 1500 earlier floor; the 2016 survey in DEC amendment p.11 places site structures inside this boundary. Reviewed DOF boundary transaction 260940 changes the source map but does not introduce another development.",3025670001;3025670010,173834,city_documented_site_area,3025670001;3025670010,3025670001,,23v3_1,,260940,,B01312761;B01313117
historical__321595608,recorded_development_boundary_supported,3022490037;3022490041;3022490122,68805,30224920210108124517;P1563409-01,2023-12-06,2021-01-08,DOF1;appraisal289;320,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/30224920210108124517;https://mayafiles.tase.co.il/rpdf/1563001-1564000/P1563409-01.pdf,"Current lots23/122/7504 identify the three cohort buildings on39323 square feet; current lot37 is separate earlier251 Wallabout. Overlay on18v2_1 allocates the site across old37/41/122 with FAR4/4.2/6 and zero floor. Each successor recorded area is distributed in proportion to mapped overlap; old23 contributes no ground. Retained lot37 below means its later 2021/2023 boundary, not the differently bounded old37. No filing membership changes.",3022490023;3022490122;3022497504,39323,recorded_successor_area_with_mapped_zoning_allocation,,,3022490037,18v2_1,,,,321588545;321595608;321595635
historical__B00611166,complete_reference_parcel_supported,3004390001,102070,DEC C224350 application,2021-06-04,2022-01-13,81;84 (dated2021 drawings);6 (site narrative),https://extapps.dec.ny.gov/data/DecDocs/C224350/Application.BCP.C224350.2022-01-13.Complete%20Application.pdf;https://esd.ny.gov/sites/default/files/media/document/Item-VA-Exhibit%203-Gowanus-ESD-Technical-Memorandum.pdf,The June2021 two-building lot plan spans the complete old lot from Union to Carroll; the north49500 and south52570 allocations sum to102070. The 2023 official ZD1 reproduces both exact job IDs on the two-building site. Later DOF104899 splits oldlot1 into1/10; a later comparison using onlylot1 omits the south successor. Retain full21v1 land and its earlier floor/FAR once for the two-building parent. Proposed rezoning FAR and new construction floor do not replace earlier covariates.,3004390001;3004390010,102070,archival_recorded_area,,,,21v1,,,,B00611166;B00611202
historical__220212918,complete_reference_parcel_supported,2030430010;2030430016;2030430022;2030430023,40104,DOF304542;DOB220212918-ZD1,2026-03-10,,DEC application17-18;33; DOB ZD1 sheet1; DOF map1,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/20304320250507162556,"Four complete22v1 parcels form the observed development site. DEC documents sitewide2019 assessment and demolition, DOF merges the same four into lot10, and laterZD1 names exactjob220212918. Use40104 archival area; DEC approximate40102 is comparison evidence. Original2022 drawing unverified; the later eight-story design differs, so the boundary is reconstructed from later same-job records.",2030430010,40104,archival_recorded_area,2030430016,2030430016,,22v1,,,,220212918
historical__210179974,complete_reference_parcel_supported,2033080054;2033080055;2033080057;2033080059;2033080060;2033080061;2033080062,20000,DOF86486,2019-09-17,,DOF before/after maps1;2020 assessment;BISdoc01,https://propertyinformationportal.nyc.gov/pdf/home/index/map_library/20330820190917174936,"DOF merger86486 draws the whole200-by100-foot lot59 comprising seven earlier parcels; lots51/63 stay outside. Later assessment confirms20000-square-foot vacant site. Recover all seven18v2beta parcels and their18755 gross building square feet, including the earlier lot62 building. This does not change the160-unit administrative proposal.",2033080059,20000,archival_recorded_area,2033080059,2033080059,,18v2beta,,,,210179974
historical__M00775662,complete_reference_parcel_supported,1021800027;1021800062;1021800063;1021800064,45971,2023061600265002,2023-06-09,2023-06-20,2-4;DOF transaction96795;22v1 geometry,https://a836-acris.nyc.gov/DS/DocumentSearch/DocumentImageView?doc_id=2023061600265002,"The four22v1 parcels and2023 ACRIS exact-job boundary share the same stepped outer perimeter. DOF merger96795 retains the whole four-lot site. Recover45971 square feet of archival ground and all24839 square feet of prior synagogue floor. DOB NOW later reports42417 square feet of zoning-site area; no document establishes45971 as an error or identifies a retained3554-square-foot piece. Keep that alternate area as comparison, not an invented physical allocation. Preserve164 archivedunits and the2022 filing date.",1021800027,45971,archival_recorded_area,,,,22v1,,,,M00775662
