review_cluster_id,ambiguity_type,reviewer_final_ruling,manual_review_status,reviewer_event_count_final,reviewer_event_price_final,price_rule,source_confidence,source_urls,reviewer_notes,reviewed_by,reviewed_date
acris_site_supercluster_2018031400179001,same_date_site_partial_interest_supercluster,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,13622858.31,USE_EXTERNAL_TOTAL_PRICE_MATCHING_POSITIVE_DEED_PLUS_ZERO_COMPANION,HIGH,https://www.calameo.com/therealdeal/books/00094649096fbf37c4f3b;https://portal.displacementalert.org/property/2024560008;https://portal.displacementalert.org/property/2024560001,"External review found The Real Deal's May 2018 transaction table reporting Revach Holdings acquired the Concourse property at 1050 Carroll Place from Carroll Place Associates for 13.6M, consistent with the positive ACRIS deed amount rounded from 13.622858M. Public-record sources corroborate the Carroll Place Associates / Revach Holdings same-date transfer context for 1050 and 1064 Carroll Place. Treat as one economic multifamily acquisition event, count the positive deed once, and attach the zero deed as a companion. Do not gross up from percent_trans because the raw percent_transfer sum of 150 percent reflects title structure rather than a reliable economic denominator.",chatgpt_browser_review,2026-06-14
acris_site_supercluster_2018091000609001,same_date_site_partial_interest_supercluster,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_MINOR_PARTIAL_INTEREST_COMPONENTS,LOW,https://metrodeeds.com/building/11-east-26-street-manhattan-1008560009;https://rockrose.com/rockrose-takes-over-nomad-office-building-in-145m-deal/;https://www.realtyhop.com/property-records/new-york-ny/search/amy-elizabeth,"External review found sources confirming the property identity and later fractional-ownership context at 11 East 26th Street, including a later large Rockrose stake/acquisition history. RealtyHop corroborates a 2018 Meller-to-11-MSNC transfer at the property. No independent source resolves whether the two same-date 1.375M minority-interest deeds are additive consideration or repeated/internal partial-interest values. Leave final event count and price unresolved, preserve the 1.375M to 2.75M candidate interval, do not gross up from percent_trans, and do not use this in priced site-sale regressions without further source review.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019021500227005,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,40000000,USE_EXTERNAL_TOTAL_PRICE_NOT_SINGLE_COMPONENT_DEED,HIGH,https://therealdeal.com/new-york/2019/02/15/home-depot-buys-bronx-retail-location-from-madison-international-realty-for-40m/;https://www.homedepot.com/l/Bronx/NY/Bronx/10469/1221,"External review found The Real Deal reporting Home Depot's February 2019 acquisition of two commercial properties along East Gun Hill Road from Madison International Realty for 40M. The submitted ACRIS packet has one 33.2M positive deed and one zero-consideration companion deed for 1806 East Gun Hill Road, so the packet appears underclustered relative to the broader two-property acquisition. Use the externally confirmed 40M total only if the event denominator is expanded to the full acquisition footprint; otherwise keep the submitted BBL component flagged as underclustered and do not allocate the full 40M to BBL 2045040412 alone.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019031400611002,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,15000000,USE_EXTERNAL_TOTAL_PRICE_MATCHING_COMPONENT_SUM,HIGH,https://traded.co/deals/new-york/multifamily/sale/282-nevins-street/;https://propertyinformationportal.nyc.gov/parcels/parcel/3004320025;https://streeteasy.com/building/282-nevins-street-brooklyn,"External review found Traded reporting Isaac Schwartz's sale of 282 Nevins Street in Gowanus to Peter Moore for 15M on 3/7/2019, matching the submitted date and site and the total implied by the two deed components. NYC Property Information Portal corroborates the two same-date component deeds at 10M and 5M from the submitted seller entities to 282 Nevins Street LLC, and StreetEasy corroborates the property identity. Treat as one economic multifamily / development-site acquisition event at the externally confirmed 15M total, not two separate events.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019070900569001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,258250000,USE_EXTERNAL_TOTAL_PRICE_MATCHING_COMPONENT_SUM,HIGH,https://nypost.com/2019/08/26/477-madison-is-about-to-get-a-258-million-fairy-tale-makeover/;https://therealdeal.com/new-york/2019/07/08/slifka-selling-midtown-office-building-to-aby-rosens-rfr-for-more-than-260m/;https://rebusinessonline.com/rfr-acquires-325000-sf-office-building-in-midtown-manhattan/,"External review found New York Post and The Real Deal reporting RFR / Aby Rosen's 2019 acquisition of 477 Madison Avenue at about 258M or north of 260M, with REBusinessOnline corroborating the office-building acquisition context. The two ACRIS deed components sum exactly to 258.25M, consistent with the rounded external reporting. Treat as one economic office-building acquisition event at 258.25M, not two separate events. Preserve downstream flags because this is an operating office asset, not a standard residential development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019071001260001,same_bbl_same_amount_different_sellers,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_MINOR_PARTIAL_INTEREST_COMPONENTS,LOW,https://rockrose.com/rockrose-takes-over-nomad-office-building-in-145m-deal/;https://www.renthistory.org/legal-documents/id.php?document_id=2019082800395002;https://www.propertyshark.com/mason/Property/13155/11-E-26-St-New-York-NY-10010/;https://streeteasy.com/building/11-east-26-street-new_york,"External review found sources confirming 11 East 26th Street / BBL 1008560009 and later fractional-ownership activity at the building. Public-record search also confirms 11 MSND LLC appears in deed activity tied to this BBL. No independent source resolves whether the two same-date 1.6M Lederman-to-11-MSND deeds are additive 1 percent consideration components or repeated/internal minority-interest consideration. Leave final event count and price unresolved, preserve the 1.6M to 3.2M candidate interval, and do not use this in priced site-sale regressions without further source review.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019081300594001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,56520000,USE_EXTERNAL_TOTAL_PRICE_MATCHING_POSITIVE_DEED_PLUS_ZERO_COMPANION,HIGH,https://commercialobserver.com/tag/17-west-32nd-street/;https://x.com/tradedny/status/1163625834550349825;https://www.homes.com/property/17-21-w-32nd-st-new-york-ny/t42vh9jb4x1t6/,"External review found Commercial Observer identifying the relevant transaction as Capstone and Republic acquiring the Koreatown hotel for about 57M, Traded reporting the precise sale price as 56.52M for 17 W 32nd Street, and Homes.com public records showing one 56.52M August 2019 entry plus one unpriced companion entry. Treat as one economic hotel acquisition event at 56.52M, count the positive deed once, and attach the zero deed as a companion. Preserve downstream flags because this is a hotel operating asset, not a standard residential development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019082800395001,same_buyer_date_repeated_bbl_different_amounts,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_MINOR_PARTIAL_INTEREST_COMPONENTS,LOW,https://www.renthistory.org/legal-documents/id.php?document_id=2019082800395002;https://rockrose.com/rockrose-takes-over-nomad-office-building-in-145m-deal/;https://www.propertyshark.com/mason/Property/13155/11-E-26-St-New-York-NY-10010/,"External review found public-record confirmation for one submitted 11 MSND LLC deed at 400k with percent_trans equal to 0.222 percent, and broader sources confirm that 11 East 26th Street later had fractional-stake transactions. No independent source resolves whether the 400k and 600k deeds are additive minority-interest consideration components or internal / repeated partial-interest values. Leave final event count and price unresolved, preserve the 600k to 1M candidate interval, and do not use this in priced site-sale regressions without further source review.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019091200661001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,60580000,POSITIVE_DEED_PLUS_ZERO_COMPANION,MEDIUM,https://propertyinformationportal.nyc.gov/parcels/parcel/1007050039;https://www.realtyhop.com/property-records/search/503-west-33rd-street-associates-inc;https://edc.nyc/sites/default/files/2025-01/Authorizing_Resolution_-_50_HYMC.pdf;https://www.sec.gov/Archives/edgar/data/1364742/000156459017016394/blk-ex101_1436.htm,"External review found NYC Property Information Portal confirming a 9/10/2019 deed for parcel 1007050039 / 415 10th Avenue at 60.58M from 503 West 33rd Street Associates Inc. to 50 HYMC Owner LLC, and RealtyHop corroborates the same party-property transfer context. Treat as one economic site/title transfer package, count the 60.58M positive deed once, and attach the zero deed as a companion. Flag for later filtering and allocation review because this is part of the 50 Hudson Yards / Related-Oxford commercial project context, not a standard residential development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019102200682001,same_buyer_date_repeated_bbl_different_amounts,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_DIFFERENT_AMOUNT_COMPONENT_DEEDS,LOW,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2019/2019_manhattan.pdf;https://law.justia.com/cases/new-york/other-courts/2022/2022-ny-slip-op-33810-u.html;https://www.realtyhop.com/property-records/new-york-ny/search/ezra-pascal-mager,"External review returned an unresolved ruling and sources for the 44 West 18th Street / Newcomb Owner LLC packet, but did not find independent evidence resolving whether the 1.65M and 6.6M same-date deeds are additive components of one economic transfer or separate / title-structure amounts. Preserve the pre-review 6.6M to 8.25M candidate interval, do not mechanically sum or collapse the two positive deeds, and do not use this in priced site-sale regressions without further source review.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019112000171001,same_bbl_same_amount_different_sellers,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,53200000,USE_EXTERNAL_TOTAL_PRICE_MATCHING_REPEATED_AMOUNT_ONCE,HIGH,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2019/2019_manhattan.pdf;https://propertyinformationportal.nyc.gov/parcels/parcel/1011690029,"External review started from ChatGPT's partial external-price ruling and then checked the official NYC 2019 Manhattan annualized rolling-sales file. That file lists block 1169 lot 29 / 360 Amsterdam Avenue once, with 127 residential units, 7 commercial units, sale price 53.2M, and sale date 11/18/2019. Treat the two same-date repeated 53.2M ACRIS deeds from different sellers as one economic apartment-building sale at 53.2M, not two 53.2M events. Count the repeated amount once and preserve a warning that the repeated deeds reflect seller/title structure.",chatgpt_browser_review,2026-06-14
acris_site_supercluster_2019121000291001,same_date_site_partial_interest_supercluster,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_INTERNAL_SPV_PARTIAL_INTEREST_PACKAGE,LOW,https://de.wikipedia.org/wiki/One_Domino_Square;https://propertyinformationportal.nyc.gov/parcels/parcel/3024140027,"External review found only partial ChatGPT output beginning with an unresolved ruling and public context linking the Domino / One Domino Square site to Domino A Partners LLC and Two Trees, but no independent transaction source confirming the 140M amount as an arm's-length site price. The ACRIS packet has related Domino A / Domino B / Domino Development buyer and seller entities, a zero deed, one 140M positive deed, and percent_trans values summing to 100. Treat this as an unresolved internal-SPV / partial-interest site package, preserve the 140M candidate amount for audit review, and do not use it in priced site-sale regressions without later source confirmation.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019121800612001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,16000000,USE_EXTERNAL_TOTAL_PRICE_MATCHING_POSITIVE_DEED_PLUS_ZERO_COMPANION,HIGH,https://traded.co/deals/new-york/development-site/sale/425-coney-island-avenue-1/;https://www.propertyshark.com/mason/Property/244861/425-Coney-Island-Ave-Brooklyn-NY-11218/,"External review found Traded reporting Ching Hoy Realty's acquisition of the 425 Coney Island Avenue development site from Simone Development Companies for 16M, sold 12/16/2019, with 110375 square feet and broker details. This matches the submitted positive deed amount and property address. Treat as one economic development-site sale event at 16M, count the positive deed once, and attach the zero-consideration deed as a companion.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019123001271001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,15000000,POSITIVE_DEED_PLUS_ZERO_COMPANION_OFFICIAL_ROLLING_SALES,HIGH,https://www.nyc.gov/assets/finance/downloads/pdf/rolling_sales/annualized-sales/2019/2019_manhattan.pdf;https://www.propertyshark.com/mason/Property/39874/213-Bennett-Ave-New-York-NY-10040/;https://bblclub.com/property/1-2180-530/overview/213-Bennett-Avenue-New-York-Ny-10040,"External review found ChatGPT returning a confirm-sum ruling with property sources, and the official NYC 2019 Manhattan annualized rolling-sales file lists block 2180 lot 530 / 213 Bennett Avenue once, with 72 residential units, sale price 15M, and sale date 12/20/2019. Treat as one economic apartment-building transfer at 15M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream flags because this is an operating apartment asset, not a clean vacant development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019123001294001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,13600000,POSITIVE_DEED_PLUS_ZERO_COMPANION_PROPERTY_RECORDS,MEDIUM,https://www.propertyshark.com/mason/Property/39841/50-Overlook-Ter-New-York-NY-10033/;https://portal.displacementalert.org/property/1021800182;https://gist.github.com/janosgyerik/678b15c275f8653c882f3a3998946e0a,"External review found ChatGPT returning a confirm-sum ruling for 50 Overlook Terrace: PropertyShark reports a 12/20/2019 sale at 13.6M, matching the positive ACRIS deed amount, and Displacement Alert / ACRIS-derived public records corroborate the ownership and BBL context. Treat as one economic transfer at 13.6M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream flags because this is an operating apartment / commercial property transfer, not a clean vacant development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019123001307001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,13300000,POSITIVE_DEED_PLUS_ZERO_COMPANION_PUBLIC_RECORDS,MEDIUM,https://data.cityofnewyork.us/api/views/8wi4-bsy4/rows.csv?accessType=DOWNLOAD;https://www.propertyshark.com/mason/Property/38765/106-112-Ft-Washington-Ave-New-York-NY-10032/;https://streeteasy.com/building/106-fort-washington-avenue-new_york,"External review found ChatGPT returning a confirm-sum ruling for 106 Fort Washington Avenue: NYC rolling / annualized sales data and PropertyShark report a 12/20/2019 sale at 13.3M, matching the positive ACRIS deed amount, and StreetEasy corroborates the operating multifamily property context. Treat as one economic transfer at 13.3M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream flags because this is an operating multifamily building transfer, not a clean vacant development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019123100327001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,14500000,POSITIVE_DEED_PLUS_ZERO_COMPANION_PROPERTY_RECORDS,MEDIUM,https://www.propertyshark.com/mason/Property/607934/122-20-Ocean-Promenade-Queens-NY-11694/;https://whoownswhat.justfix.org/bbl/4/16232/45;https://www.propertyshark.com/Real-Estate-Reports/2020/04/15/nyc-multifamily-sales-q1-2020,"External review found ChatGPT returning a confirm-sum ruling for 122-20 Ocean Promenade: PropertyShark reports a 12/20/2019 sale at 14.5M, matching the positive ACRIS deed amount, JustFix / Who Owns What corroborates BBL 4162320045 and the December 2019 14.5M sale, and PropertyShark's Q1 2020 multifamily report lists the Rockaway Park multifamily sale at 14.5M. Treat as one economic transfer at 14.5M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream flags because this is an operating multifamily building transfer, not a clean vacant development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2019123100378001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,20700000,POSITIVE_DEED_PLUS_ZERO_COMPANION_PUBLIC_RECORDS,MEDIUM,https://propertyinformationportal.nyc.gov/parcels/parcel/4005780006;https://www.propertyshark.com/mason/Property/384274/25-21-31-Ave-Queens-NY-11106/;https://www.renthop.com/building/25-21-31st-ave-astoria-ny-11106,"External review found ChatGPT returning a confirm-sum ruling for 25-21 31st Avenue: NYC Property Information Portal lists parcel 4005780006 with a 12/20/2019 deed at 20.7M from 25-21 31st Avenue LLC to 25-21 31st Avenue Owner LLC, and PropertyShark / RentHop corroborate the same sale and operating apartment-building context. Treat as one economic transfer at 20.7M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream flags because this is an operating multifamily building transfer, not a clean vacant development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2020012101327001,same_bbl_same_amount_different_sellers,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_MINOR_PARTIAL_INTEREST_COMPONENTS,LOW,https://law.justia.com/cases/new-york/other-courts/2022/2022-ny-slip-op-33810-u.html;https://trellis.law/doc/165546181/exhibit-s-a-motion-004-lippner-quitclaim-deed;https://www.adamsre.com/products/44-west-18th-street,"External review found ChatGPT returning an unresolved ruling for the Chequessett / 44-48 West 18th Street packet. The court-source context confirms a tenant-in-common / partial-interest ownership structure at block 819 lot 10, which fits the three same-BBL 550k deeds with fractional percent-transfer values, but no independent transaction source resolves whether the three equal amounts are additive consideration or repeated/internal partial-interest values. Preserve the 550k to 1.65M candidate interval for audit review, leave final event count and price blank, and do not use this as a priced site-sale event without later source confirmation.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2020021100625004,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,28500000,USE_EXTERNAL_TOTAL_PRICE_MATCHING_POSITIVE_DEED_PLUS_ZERO_COMPANION,HIGH,https://therealdeal.com/new-york/2020/02/18/gramercy-park-dev-site-leads-new-yorks-mid-market-investment-sales/;https://traded.co/deals/new-york/development-site/sale/305-307-309-311-1st-avenue-2;https://www.pincusco.com/property/311-1-avenue/,"External review found ChatGPT returning an external-price ruling for the 305-311 First Avenue package. The Real Deal reports Minrav Development purchased 305-311 First Avenue from CIM Group for 28.5M as part of a Gramercy Park development-site acquisition, Traded reports the same 28.5M development-site sale on February 5 2020, and PincusCo identifies CIM Group selling 305 / 307 / 309 / 311 First Avenue to Minrav for 28.5M. Treat as one economic development-site acquisition at 28.5M, count the positive deed once, attach the zero-consideration deed as a companion, and allocate across BBLs 1009230035;1009230036;1009230037;1009230038 downstream.",chatgpt_browser_review,2026-06-14
acris_site_supercluster_2020022501193001,same_date_site_partial_interest_supercluster,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,76000000,USE_EXTERNAL_TOTAL_PRICE_MATCHING_POSITIVE_DEED_PLUS_ZERO_COMPANION,HIGH,https://therealdeal.com/new-york/2024/08/01/urban-edge-reit-pleased-with-foreclosure-in-brooklyn/;https://www.homes.com/property/1712-e-14th-st-brooklyn-ny/97vvpenzg1qkj/,"External review found ChatGPT returning an external-price ruling for the 1713-1721 East 13th Street / Kingswood Crossing packet. The Real Deal reports Urban Edge bought Kingswood Crossing at 1715 East 13th Street, a roughly 110000-square-foot retail building, for 76M, matching the positive ACRIS amount, and Homes public-record history shows a February 2020 transfer to UE Kingswood II Eat LLC for 76M. Treat as one economic retail / office property acquisition at 76M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream flags because this is an operating retail / office asset, not a standard residential development-site sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2020031700913001,same_buyer_date_repeated_bbl_different_amounts,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_MINOR_PARTIAL_INTEREST_COMPONENTS,LOW,https://law.justia.com/cases/new-york/other-courts/2022/2022-ny-slip-op-33810-u.html;https://www.realtyhop.com/property-records/search/andrew-j-tunick;https://www.propertyshark.com/mason/Property/13155/11-E-26-St-New-York-NY-10010/,"External review found ChatGPT returning an unresolved ruling for the March 2020 Steep Hill / 11 East 26th Street packet. The broader property-record and court-source context indicates a fractional ownership / tenant-in-common setting, and the submitted deeds have low percent-transfer values of 5 and 6.5 percent, but no independent transaction source resolves whether the 16M and 12.3M components should be summed, partly counted, or treated as title / ownership-structure transfers. Preserve the 16M to 40.6M candidate interval for audit review, leave final event count and price blank, and do not use this as a priced site-sale event without later source confirmation.",chatgpt_browser_review,2026-06-14
acris_site_supercluster_2020031800426001,same_date_site_partial_interest_supercluster,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_SINGLE_POSITIVE_DEED_WITH_PARTIAL_PERCENT_TRANS,LOW,https://propertyinformationportal.nyc.gov/parcels/parcel/1008260046;https://www.nycourts.gov/reporter/3dseries/2011/2011_52419.htm;https://streeteasy.com/building/1115-broadway-new_york,"External review found ChatGPT returning an unresolved ruling for the 1115 Broadway / SK 1115 Broadway packet. NYC Property Information Portal confirms a 3/16/2020 deed for BBL 1008260046 at 26.1M with SK 1115 Broadway LLC and Erlimba LLC in the party record, but prior court-source context indicates fragmented ownership / trust and entity interests at the property. No independent broker, news, or court source confirms that 26.1M is the whole-property or site sale price rather than a partial-interest / title component, especially given the submitted low percent-transfer values and zero companion deed. Preserve the 26.1M candidate amount for audit review, leave final event count and price blank, and do not use this as a priced site-sale event without later source confirmation.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2020032300441001,same_bbl_same_amount_different_sellers,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_MINOR_PARTIAL_INTEREST_COMPONENTS,LOW,https://rockrose.com/rockrose-takes-over-nomad-office-building-in-145m-deal/;https://www.nmrk.com/insights/press-releases/newmark-secures-12-124-sf-office-lease-at-rockrose-developments-reimagined-11-east-26th-street;https://www.propertyshark.com/mason/Property/13155/11-E-26-St-New-York-NY-10010/,"External review found ChatGPT returning an unresolved ruling for the March 2020 1126P LLC / 11 East 26th Street packet. Later Rockrose and Newmark reporting confirms fractional ownership activity at 11 East 26th Street, including minority stakes and a later remaining-stake transaction, which supports treating these documents as fractional-interest transfers rather than whole-property sales. No independent source resolves whether the two same-date 1.6999125M deeds should be summed, counted once, or treated as separate ownership-structure components. Preserve the 1.6999125M to 3.399825M candidate interval for audit review, leave final event count and price blank, and do not use this as a priced site-sale event without later source confirmation.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2020053000056002,multi_bbl_same_amount_different_sellers,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_AMOUNT_DISJOINT_BBLS_DIFFERENT_SELLERS,LOW,https://propertyinformationportal.nyc.gov/parcels/parcel/3021340001;https://propertyinformationportal.nyc.gov/parcels/parcel/3021340150;https://www.prnewswire.com/news-releases/naftali-group-access-industries-close-on-385-million-construction-loan-for-470-kent-avenue-in-williamsburg-301681773.html;https://newyorkyimby.com/2023/12/three-tower-complex-rises-at-470-490-kent-avenue-in-south-williamsburg-brooklyn.html,"External review found ChatGPT returning an unresolved ruling for the 1 Division Avenue / 478 Kent Avenue waterfront packet. NYC Property Information Portal confirms a 5/27/2020 deed for parcel 3021340150 from CL SPE LLC to 470 Kent Ave Associates LLC at 51.190527M and the companion parcel record confirms the adjacent site context for parcel 3021340001; later PR Newswire and YIMBY sources confirm the large Naftali / Access Industries 470-490 Kent Avenue development context. No independent transaction source resolves whether the two identical 51.190527M deed amounts are additive parcel-level consideration or one repeated package consideration. Preserve the 51.190527M to 102.381054M candidate interval for audit review, leave final event count and price blank, and do not use this as a priced site-sale event without later source confirmation.",chatgpt_browser_review,2026-06-14
acris_site_supercluster_2020072700128001,same_date_site_partial_interest_supercluster,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,5000000,POSITIVE_DEED_PLUS_ZERO_COMPANION_PUBLIC_RECORDS,MEDIUM,https://propertyinformationportal.nyc.gov/parcels/parcel/1014300002;https://whoownswhat.justfix.org/en/address/MANHATTAN/1313/THIRD%20AVENUE;https://www.propertyshark.com/mason/Property/23890/1313-3-Ave-New-York-NY-10021/,"External review found ChatGPT returning a confirm-sum ruling for the 1313 Third Avenue packet. NYC Property Information Portal reports a 7/14/2020 deed for 1313 3 Avenue at 5M involving SS 1313 Realty and 1313 Property LLC, and JustFix / PropertyShark also report a 5M public-record amount for the property. Treat as one first-layer economic transfer package at 5M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream warnings because the percent-transfer and party structure suggest a partial-interest or title-structure transfer rather than an unambiguous whole-property market sale.",chatgpt_browser_review,2026-06-14
acris_site_cluster_2020111300332001,same_buyer_date_repeated_bbl_different_amounts,CONFIRM_SUM_DOCUMENT_AMOUNTS,EXTERNAL_CONFIRMED,1,14400000,POSITIVE_DEED_PLUS_ZERO_COMPANION_EXTERNAL_CONFIRMED,HIGH,https://rmfriedland.com/wp-content/uploads/2021/02/Queens-Sales_Snapshot_Q4.pdf;https://www.propertyshark.com/mason/Property/393888/26-25-4-St-Queens-NY-11102/;https://streeteasy.com/building/the-winslow,"External review found ChatGPT returning a confirm-sum ruling for 26-25 4 Street. RM Friedland's Q4 sales snapshot identifies 26-25 4th Street, Astoria as a 31000-square-foot industrial building that closed in November 2020 for 14.4M, noting it had been a Goodwill processing and distribution center; PropertyShark reports a 11/02/2020 sale at 14.4M; and StreetEasy corroborates the later Winslow multifamily redevelopment context. Treat as one economic development-site acquisition at 14.4M, count the positive deed once, and attach the zero-consideration deed as a companion. Preserve downstream flags for former Goodwill industrial-site / future multifamily redevelopment context.",chatgpt_browser_review,2026-06-14
acris_site_supercluster_2020122200401002,same_date_site_partial_interest_supercluster,CONFIRM_EXTERNAL_TOTAL_PRICE,EXTERNAL_CONFIRMED,1,952500000,USE_EXTERNAL_TOTAL_PRICE_NOT_ACRIS_DOCUMENT_AMOUNT,HIGH,https://slgreen.com/sl-green-announces-sale-of-410-tenth-avenue/;https://therealdeal.com/new-york/2020/12/18/601w-lands-705m-loan-to-fund-west-side-office-buy/;https://commercialobserver.com/2020/11/sl-green-sells-410-tenth-avenue-for-953m/;https://propertyinformationportal.nyc.gov/parcels/parcel/1007310001,"External review found ChatGPT returning an external-price ruling for the 410 Tenth Avenue / 460 West 34th Street packet. SL Green announced the sale for gross consideration of 952.5M with the venture retaining a 5 percent interest through redevelopment completion; The Real Deal and Commercial Observer reported the same transaction price and acquisition structure. Treat as one economic office-building acquisition at 952.5M for BBL 1007310001, use the external gross price rather than the 809.912583M ACRIS document amount, and preserve downstream flags for large operating-office asset, retained-interest, financing, and title-structure complexity.",chatgpt_browser_review,2026-06-14
acris_site_supercluster_2021010400812001,same_date_site_partial_interest_supercluster,UNRESOLVED_AFTER_REVIEW,NO_EXTERNAL_EVIDENCE,,,NONE_UNRESOLVED_REPEATED_AMOUNT_PARTIAL_INTEREST_TRUST_COMPONENTS,LOW,https://data.cityofnewyork.us/api/views/8wi4-bsy4/rows.csv?accessType=DOWNLOAD;https://www.realtyhop.com/property-records/new-york-ny/search/robert-izsak;https://a836-edms.nyc.gov/dctm-rest/repositories/dofedmspts/StatementSearch?bbl=3074640022&stmtDate=20250115&stmtType=NPV,"External review found ChatGPT returning an unresolved ruling for the 3030 Ocean Avenue packet. NYC public sales / open data corroborates at least one same-date record for BBL 3074640022 at 3030 Ocean Avenue with document 2021000007732, seller Rizaro Ocean Avenue LLC, date 12/28/2020, and price 950k; RealtyHop corroborates the broader same-date related-party network involving Robert Izsak, Rizaro Ocean Avenue LLC, Alex Rovt, David Weisz as trustee, and ROVT 2011 Family Trust. No independent transaction source resolves whether the three repeated 950k components are additive consideration or repeated/internal partial-interest values. Preserve the 950k to 2.85M candidate interval for audit review, leave final event count and price blank, and do not use this as a priced site-sale event without later source confirmation.",chatgpt_browser_review,2026-06-14
